1926,Chemistry,The Svedberg,1884-08-30,Fleräng
1909,Physiology or Medicine,Theodor Kocher,1841-08-25,Bern
1902,Literature,Theodor Mommsen,1817-11-30,Garding
2005,Physics,Theodor W. Hänsch,10/30/1941,Heidelberg
1906,Peace,Theodore Roosevelt,1858-10-27,"New York, NY"
1914,Chemistry,Theodore W. Richards,1868-01-31,"Germantown, PA"
1979,Economic Sciences,Theodore W. Schultz,4/30/1902,"Arlington, SD"
2009,Chemistry,Thomas A. Steitz,8/23/1940,"Milwaukee, WI"
2005,Economic Sciences,Thomas C. Schelling,4/14/1921,"Oakland, CA"
2013,Physiology or Medicine,Thomas C. Südhof,12/22/1955,Göttingen
1933,Physiology or Medicine,Thomas H. Morgan,1866-09-25,"Lexington, KY"
1954,Physiology or Medicine,Thomas H. Weller,6/15/1915,"Ann Arbor, MI"
2011,Economic Sciences,Thomas J. Sargent,7/19/1943,"Pasadena, CA"
1929,Literature,Thomas Mann,1875-06-06,Lübeck
1989,Chemistry,Thomas R. Cech,12/8/1947,"Chicago, IL"
2001,Physiology or Medicine,Tim Hunt,2/19/1943,Neston
1975,Economic Sciences,Tjalling C. Koopmans,8/28/1910,'s Graveland
1911,Peace,Tobias Asser,1838-04-28,Amsterdam
2015,Chemistry,Tomas Lindahl,1/28/1938,Stockholm
2011,Literature,Tomas Tranströmer,4/15/1931,Stockholm
1993,Literature,Toni Morrison,2/18/1931,"Lorain, OH"
1981,Physiology or Medicine,Torsten N. Wiesel,6/3/1924,Uppsala
2008,Physics,Toshihide Maskawa,2/7/1940,Nagoya
1989,Economic Sciences,Trygve Haavelmo,12/13/1911,Skedsmo
1957,Physics,Tsung-Dao Lee,11/24/1926,Shanghai
2015,Physiology or Medicine,Tu Youyou,12/30/1930,Zhejiang Ningbo
1970,Physiology or Medicine,Ulf von Euler,2/7/1905,Stockholm
2001,Peace,United Nations,,
1965,Peace,United Nations Children's Fund,,
1988,Peace,United Nations Peacekeeping Forces,,
2001,Literature,V. S. Naipaul,8/17/1932,Chaguanas
1980,Physics,Val Fitch,3/10/1923,"Merriman, NE"
2009,Chemistry,Venkatraman Ramakrishnan,1952-00-00,"Chidambaram, Tamil Nadu"
1916,Literature,Verner von Heidenstam,1859-07-06,Olshammar
2002,Economic Sciences,Vernon L. Smith,1/1/1927,"Wichita, KS"
1977,Literature,Vicente Aleixandre,1898-04-26,Sevilla
1936,Physics,Victor F. Hess,1883-06-24,Peggau
1912,Chemistry,Victor Grignard,1871-05-06,Cherbourg
1955,Chemistry,Vincent du Vigneaud,5/18/1901,"Chicago, IL"
2003,Physics,Vitaly L. Ginzburg,10/4/1916,Moscow
1975,Chemistry,Vladimir Prelog,7/23/1906,Sarajevo
1980,Chemistry,Walter Gilbert,3/21/1932,"Boston, MA"
1956,Physics,Walter H. Brattain,2/10/1902,Amoy
1949,Physiology or Medicine,Walter Hess,1881-03-17,Frauenfeld
1998,Chemistry,Walter Kohn,3/9/1923,Vienna
1954,Physics,Walther Bothe,1891-01-08,Oranienburg
1920,Chemistry,Walther Nernst,1864-06-25,Briesen
2004,Peace,Wangari Maathai,4/1/1940,Nyeri
1973,Economic Sciences,Wassily Leontief,8/5/1906,St. Petersburg
1946,Chemistry,Wendell M. Stanley,8/16/1904,"Ridgeville, IN"
1978,Physiology or Medicine,Werner Arber,6/3/1929,Gränichen
1956,Physiology or Medicine,Werner Forssmann,8/29/1904,Berlin
1932,Physics,Werner Heisenberg,12/5/1901,Würzburg
1901,Physics,Wilhelm Conrad Röntgen,1845-03-27,Lennep
1909,Chemistry,Wilhelm Ostwald,1853-09-02,Riga
1911,Physics,Wilhelm Wien,1864-01-13,Gaffken
1960,Chemistry,Willard F. Libby,12/17/1908,"Grand Valley, CO"
2009,Physics,Willard S. Boyle,8/19/1924,"Amherst, NS"
1924,Physiology or Medicine,Willem Einthoven,1860-05-21,Semarang
1983,Physics,William A. Fowler,8/9/1911,"Pittsburgh, PA"
1956,Physics,William B. Shockley,2/13/1910,London
1915,Physics,William Bragg,1862-07-02,Wigton
1923,Literature,William Butler Yeats,1865-06-13,Dublin
2015,Physiology or Medicine,William C. Campbell,6/28/1930,Ramelton
2018,Economic Sciences,William D. Nordhaus,5/31/1941,"Albuquerque, NM"
1997,Physics,William D. Phillips,11/5/1948,"Wilkes-Barre, PA"
2014,Chemistry,William E. Moerner,6/24/1953,"Pleasanton, CA"
1949,Chemistry,William F. Giauque,1895-05-12,Niagara Falls
1990,Economic Sciences,William F. Sharpe,6/16/1934,"Boston, MA"
1949,Literature,William Faulkner,1897-09-25,"New Albany, MS"
2019,Physiology or Medicine,William G. Kaelin Jr,11/23/1957,"New York, NY"
1983,Literature,William Golding,9/19/1911,St. Columb Minor
1972,Chemistry,William H. Stein,6/25/1911,"New York, NY"
2001,Chemistry,William Knowles,6/1/1917,"Taunton, MA"
1976,Chemistry,William Lipscomb,12/9/1919,"Cleveland, OH"
1934,Physiology or Medicine,William P. Murphy,1892-02-06,"Stoughton, WI"
1996,Economic Sciences,William Vickrey,6/21/1914,"Victoria, BC"
1955,Physics,Willis E. Lamb,7/12/1913,"Los Angeles, CA"
1971,Peace,Willy Brandt,12/18/1913,Lübeck
1953,Literature,Winston Churchill,1874-11-30,Woodstock
1996,Literature,Wislawa Szymborska,7/2/1923,Bnin
1924,Literature,Wladyslaw Reymont,1867-05-07,Kobiele Wielkie
1986,Literature,Wole Soyinka,7/13/1934,Abeokuta
2001,Physics,Wolfgang Ketterle,10/21/1957,Heidelberg
1989,Physics,Wolfgang Paul,8/10/1913,Lorenzkirch
1945,Physics,Wolfgang Pauli,4/25/1900,Vienna
1919,Peace,Woodrow Wilson,1856-12-28,"Staunton, VA"
1994,Peace,Yasser Arafat,8/24/1929,Cairo
1968,Literature,Yasunari Kawabata,1899-06-11,Osaka
1994,Peace,Yitzhak Rabin,3/1/1922,Jerusalem
2008,Physics,Yoichiro Nambu,1/18/1921,Tokyo
2016,Physiology or Medicine,Yoshinori Ohsumi,2/9/1945,Fukuoka
1986,Chemistry,Yuan T. Lee,11/19/1936,Hsinchu
2005,Chemistry,Yves Chauvin,10/10/1930,Menin
2000,Physics,Zhores Alferov,3/15/1930,"Vitebsk, Belorussia"
1980,Chemistry,Frederick Sanger,8/13/1918,Rendcombe
1944,Peace,International Committee of the Red Cross,,
1972,Physics,John Bardeen,5/23/1908,"Madison, WI"
1954,Chemistry,Linus Pauling,2/28/1901,"Portland, OR"
1911,Chemistry,Marie Curie,1867-11-07,Warsaw
